Model,ahiq,ckdn,cw_ssim,dists,fsim,gmsd,lpips,lpips+,lpips-vgg,lpips-vgg+,mad,ms_ssim,msswd,nlpd,pieapp,psnr,psnry,ssim,ssimc,stlpips,stlpips-vgg,topiq_fr,topiq_fr-pipal,vif,vsi,wadiqam_fr,arniqa,arniqa-csiq,arniqa-clive,arniqa-flive,arniqa-kadid,arniqa-live,arniqa-spaq,arniqa-tid,brisque,brisque_matlab,clipiqa,clipiqa+,clipiqa+_rn50_512,cnniqa,dbcnn,entropy,fid,hyperiqa,ilniqe,liqe,maniqa,maniqa-kadid,maniqa-pipal,musiq,musiq-ava,musiq-paq2piq,musiq-spaq,nima,nima-koniq,nima-spaq,nima-vgg16-ava,niqe,niqe_matlab,nrqm,paq2piq,pi,piqe,qalign_4bit,qalign_8bit,topiq_nr,topiq_nr-flive,topiq_nr-spaq,tres,tres-flive,unique,uranker,wadiqam_nr,laion_aes,topiq_iaa,topiq_iaa_res50
DRCT-L_X4,0.468234066665173,0.664755460619926,0.999907879344661,0.186831679940224,0.946968424916267,0.09454085495323,0.270346623063087,0.267534329220653,0.290349388569593,0.293168115615845,116.01311923918,0.951629480191607,0.068600094988942,0.285555638819933,1.39653114199638,22.9998433113098,23.1705937385559,0.730652513059606,0.730247147746935,0.22119493054226,0.3499945089221,0.583742787539959,0.659341217875481,0.341262072622776,0.981496734349168,-0.062085698647425,0.710605413913727,0.848033862709999,0.674440062344074,0.736693075299263,0.683496422171593,0.726439607739449,0.726203649044037,0.522009376585484,39.2723803710937,40.0662881278992,0.411438919454813,0.611923187077045,0.424974827170372,0.61205906689167,0.546210764944553,7.56885272026062,53.0569718188737,0.612788709402084,35.2449533186042,3.79255213975906,0.427364354729652,0.472893557548523,0.639439288675785,66.6279538345337,5.01665482521057,73.0391913604736,69.9940762710571,4.74583011627197,0.614036821722984,70.0992335510254,4.93140107154846,4.94654917581035,4.69628982785448,6.22576341629028,76.7859853363037,4.39416079542399,71.9732720565796,3.13443359375,3.1680859375,0.572122160792351,0.732988319396973,0.679518820047379,78.9519892120361,90.7409258270264,1.38248496472836,2.14015672206879,-0.241790441176563,5.33372844696045,4.81078480482101,5.03494857311249
DRCT_X4,0.445378921329975,0.665203383564949,0.999589523186925,0.201245740056038,0.942249292135239,0.100176573432982,0.287614532224834,0.28506507627666,0.309435011595488,0.313840577602386,120.576139609617,0.948188448559886,0.062116426620633,0.29852805018425,1.51971819937229,22.6872081947327,22.8672330284119,0.716252151392085,0.715604269269334,0.244242070242763,0.374482280910015,0.563583251237869,0.647022622823715,0.322202839255333,0.979772418916388,-0.067501885155216,0.698553870916367,0.833867797255516,0.652240452170372,0.732210953235626,0.672057259678841,0.713042904734612,0.70520072132349,0.527103949487209,40.8143676757813,40.4910524177551,0.372970886081457,0.578712897002697,0.385655808746815,0.568352829217911,0.519517678320408,7.56484941482544,59.6557729587055,0.582097630500793,36.656242634383,3.60579566240311,0.399603307545185,0.462619213759899,0.621157173514366,64.8546190643311,4.87894655227661,72.7870497894287,69.2580065917969,4.67855527162552,0.601304878890514,68.6177956008911,4.88641582965851,5.20130487434184,4.85764141057213,5.83789902210236,76.4071220397949,4.70955208170467,74.6384227371216,2.9767578125,3.03025390625,0.529306335151196,0.726662816405296,0.647612926959992,74.652866973877,90.2774811553955,1.3017164644599,2.1656025403738,-0.352406931072473,5.31377602577209,4.68092688322067,4.92194865703583
epoch895_OmniSR,0.428067755997181,0.655161567926407,0.999671672543025,0.213263149857521,0.934729951620102,0.108692507408559,0.309214319959283,0.30721912689507,0.33221156552434,0.337932117581367,126.490863205663,0.942402763966643,0.078785808626562,0.309862550348043,1.67201958239079,22.3572237586975,22.5325192832947,0.694341596132,0.69428865408881,0.266296191066504,0.398990754261613,0.53480813652277,0.630563747286797,0.301449794471264,0.976884305217645,-0.073309401804581,0.691474785804749,0.822751724123955,0.651491252183914,0.732283580303192,0.649928441047668,0.710742898583412,0.689827882945538,0.510631349682808,41.9251245117188,40.9780888748169,0.357548208981752,0.551639993190765,0.361384882330894,0.589532210826874,0.506231466829777,7.56330218315125,66.6755462608658,0.566327530145645,38.8354612708117,3.49009823560715,0.388109064400196,0.421092141717672,0.588197375237942,62.8274913406372,4.8113653254509,72.324532623291,67.1609671401978,4.56498908996582,0.579460765123367,65.8916770553589,4.78887527942657,5.53922866311375,5.05633676413593,5.40972022771835,76.0604067230225,5.04390955218619,77.951835975647,2.8153515625,2.88765625,0.508124422430992,0.717325532436371,0.632367666065693,73.9424475479126,89.9264831542969,1.18384178668261,2.15217565596104,-0.345306845614104,5.31039031505585,4.61099878549576,4.8719361448288
epoch994_OmniSR,0.432101897895336,0.657746496200562,0.999616320056471,0.209330152273178,0.937361549735069,0.105855794660747,0.308167977482081,0.306403537020087,0.323486985117197,0.32888425052166,124.105992627927,0.94420304291609,0.074757870584726,0.305711454004049,1.63738048732281,22.475214805603,22.6494542694092,0.701056488393716,0.700815659464361,0.263364813961089,0.394106245934963,0.541578317284584,0.633928959369659,0.307815255969763,0.977856396242365,-0.071058957027271,0.688355669379234,0.811878930926323,0.638724814653397,0.731222348809242,0.641371887326241,0.696444195508957,0.684274705350399,0.507570367455482,42.4793676757813,40.9534388923645,0.352447238713503,0.553239159882069,0.361599224507809,0.567958824932575,0.502196814715862,7.56088641643524,64.6387420971695,0.558930942714214,38.6374025327993,3.50195998549461,0.383419003784656,0.422807177305222,0.596964175403118,62.8109273529053,4.78568251609802,72.415193862915,67.2259225845337,4.57141149759293,0.582727626860142,66.3399021148682,4.80423175096512,5.51094533644973,5.01910602743373,5.37271411180496,76.0162329864502,5.04093393439301,77.8191149520874,2.827080078125,2.88609375,0.500083182454109,0.718463008403778,0.627800154983997,72.1353261566162,89.8612168884277,1.17456807851791,2.16381252944469,-0.38464931268245,5.30532340049744,4.58848068475723,4.86302774906158
HAT-L_SRx4_ImageNet-pretrain,0.476221393048763,0.668971356749535,0.999451416429337,0.185473667383194,0.949347105026245,0.091634428426623,0.251107041463256,0.248086812719703,0.28339896440506,0.285626720786095,114.731291019478,0.954254140365203,0.053076541945338,0.285019113570452,1.31514821171761,23.1885819625854,23.3481225395203,0.743060386800733,0.742961091322792,0.210959251560271,0.332297801747918,0.602803339660168,0.670603384971619,0.349292142987251,0.982503941840991,-0.058408694225364,0.718097568750381,0.865283392071724,0.693324613571167,0.738712089657783,0.702899892032146,0.741536588668823,0.740785205960274,0.529426403641701,39.8230859375,40.2759987449646,0.403177723288536,0.608967927396297,0.434910723567009,0.626951242685318,0.564973161518574,7.56636390209198,52.0630029905103,0.652003154456615,35.857470316474,3.94062626838684,0.462467365562916,0.492802857160568,0.661284722089767,68.1977145385742,5.11478340148926,73.3638092803955,71.5391191101074,4.83618911266327,0.630115903019905,71.4161891174316,5.00420709133148,4.98732515884696,4.73243418160208,6.31969048500061,77.2832279205322,4.38157432698322,74.2886683654785,3.309345703125,3.32669921875,0.615680697858334,0.741385033726692,0.71469058573246,84.2097672653198,91.2896916198731,1.53087646782398,2.16206635832787,-0.183499574582092,5.36389808177948,4.91313626766205,5.12278795719147
HAT_SRx4,0.464009799063206,0.668134359121323,0.999492132634123,0.190915950536728,0.9462902790308,0.095394486896694,0.265560384988785,0.262755975574255,0.293273530304432,0.296684496998787,117.034640908681,0.951611966337704,0.054689650479704,0.291530978083611,1.38005741834641,22.9441222190857,23.1139771080017,0.731318113958001,0.730998176175024,0.222491684928536,0.348543836772442,0.586442900598049,0.661597697734833,0.337527095675468,0.981358695729998,-0.062339958574739,0.712023605108261,0.855691794753075,0.67809051156044,0.736439051032066,0.694789400100708,0.733605034947395,0.730267254710197,0.531834289729595,39.8819311523438,40.0363717651367,0.40211408033967,0.602553302049637,0.418855724036694,0.603216676712036,0.55160553663969,7.56675288677216,55.0063747128553,0.625880526304245,35.7920624881879,3.82098061561584,0.436057190299034,0.479429596662521,0.645209682881832,66.9453751373291,5.02884068965912,73.1665102386475,70.5136595916748,4.78879446268082,0.620666757822037,70.4154189682007,4.96106966018677,5.01537569181285,4.7474429516578,6.20546852111816,76.9428174591065,4.44808771463049,73.4668703842163,3.1717578125,3.202421875,0.582954195737839,0.735949401855469,0.689355669021607,80.4787678527832,90.9062963867187,1.4432723352313,2.16401672959328,-0.240337087311782,5.34253267288208,4.8251455283165,5.0463650894165
HAT_SRx4_ImageNet-pretrain,0.471390908062458,0.669039809703827,0.999477689234488,0.188588737249374,0.94786278963089,0.093318432718515,0.258559396713972,0.255584946870804,0.288476891070604,0.291160573065281,115.796877898406,0.953131810311603,0.05448813199997,0.287818990498781,1.35025333940983,23.0854663467407,23.2464022636414,0.738071009610169,0.737942195935127,0.216319405287504,0.340402271598577,0.595887248218059,0.666527726054192,0.343886806219816,0.982014702050028,-0.059966508662328,0.716109396219254,0.862481719255447,0.685931288599968,0.738480562567711,0.701306121647358,0.740319403409958,0.736231155395508,0.533318751752377,40.0202392578125,40.1170924949646,0.397058399170637,0.603291429281235,0.424488834142685,0.616654934585094,0.557038317322731,7.56612915992737,54.0222316343255,0.641737324893475,35.9212789245744,3.88188969612122,0.451171551048756,0.487047981917858,0.654840468168259,67.6866073226929,5.07847489833832,73.2859764862061,71.2361500549316,4.81034407138824,0.625724333524704,70.9687575531006,4.98499376296997,5.02852672552287,4.76762173931628,6.25442135572434,77.1609615325928,4.43222399874497,74.595126914978,3.245166015625,3.2712109375,0.602818266749382,0.739359013438225,0.704881485104561,82.5420555877686,91.1275940704346,1.49944135069847,2.16007129728794,-0.212248079371493,5.3533845949173,4.87299204349518,5.0960990190506
HAT-S_SRx4,0.460492215752602,0.6678031873703,0.999481039700806,0.193224055767059,0.945612567663193,0.096204546503723,0.269443841837346,0.266609883308411,0.296858006417751,0.300479916781187,117.694147786211,0.951028608754523,0.055772271491587,0.293190292268991,1.4019525706768,22.8968821334839,23.0691349983215,0.728779592856368,0.728372290065523,0.226310014948249,0.35356135122478,0.581772670149803,0.658731921315193,0.334423041790724,0.981116912973397,-0.063200363665819,0.710437079071999,0.852775990962982,0.674553295969963,0.736130754947662,0.690249466300011,0.731619964241981,0.724734782576561,0.532856937646866,40.0079565429687,40.1016913414002,0.397532689571381,0.596776372492313,0.412077504396439,0.605057532191277,0.547857726514339,7.56577164649963,55.4555975923762,0.619544058740139,35.847250959845,3.77880506753922,0.430313804745674,0.475203642547131,0.639833370745182,66.6274021911621,5.00313272476196,73.0893923950195,70.3286812210083,4.76302113294601,0.616925793588161,70.1015676879883,4.9529358959198,5.05234149174231,4.7591572618973,6.15574678897858,76.8749694061279,4.47954129472843,73.8103688430786,3.1418359375,3.1721484375,0.574577168822288,0.734184668660164,0.682315940260887,79.6792744064331,90.8387377929688,1.42270955324173,2.1679994738102,-0.257023875805899,5.33725047588348,4.80143729686737,5.02788244247437
PLKSR_X4_DF2K,0.44478134483099,0.663994076251984,0.999552534966113,0.203817014098167,0.940165110230446,0.102554849684238,0.293662349060178,0.29159465149045,0.315402668565512,0.320920112580061,121.923072226951,0.946494936582365,0.063394970595837,0.302163906991482,1.5340296882391,22.5891491699219,22.7672136497498,0.710225495241499,0.709919971010312,0.250964617729187,0.380760169774294,0.554707199037075,0.643558258414268,0.31636478215456,0.978946016151095,-0.069818729003891,0.70290384888649,0.836320898532867,0.657254321277142,0.733833314180374,0.675327883958816,0.715627027750015,0.702185436487198,0.528491980731487,41.2364282226563,40.602413520813,0.38175797149539,0.575883991122246,0.382072012573481,0.574605676829815,0.520030228495598,7.56645961761475,60.9664511715874,0.585702159702778,37.3798679884535,3.61230157852173,0.399857918918133,0.455426003932953,0.614817934036255,64.649528465271,4.88791539669037,72.6992398834229,68.5958517456055,4.65794851541519,0.595548029243946,67.964623298645,4.87172593832016,5.3503469121016,4.95890073506343,5.68389331579208,76.4243753051758,4.78805648298833,75.7690640640259,2.9801171875,3.0285546875,0.5310081371665,0.725339905619621,0.648427896201611,74.6780402755737,90.26834815979,1.2746918913722,2.17869653761387,-0.33631460852921,5.31265187263489,4.6796674656868,4.93086194515228
RealESRNet_x4plus,0.355125293135643,0.644266721606255,0.996188587100468,0.25248162984848,0.897364473342896,0.138609204217792,0.407620996534824,0.407624167352915,0.416801527142525,0.426348994672298,154.859096870475,0.920183623717122,0.251964063197374,0.369826057255268,2.14277455210686,20.9828160858154,21.4856043052673,0.633016845607051,0.615794359187388,0.372884474098682,0.478520389199257,0.445531080365181,0.567481172680855,0.216728894561529,0.961076379252596,-0.096892764084041,0.631145316362381,0.746273863911629,0.559308288097382,0.732037973999977,0.507843516469002,0.601172232627869,0.598446154594421,0.473808569610119,47.04943359375,42.4169278335571,0.30598963201046,0.508176759779453,0.292914004921913,0.497253848314285,0.448171320557594,7.57999837875366,116.423286584827,0.44712195828557,45.9587763717978,2.85638895273209,0.322960566282272,0.341051968038082,0.491817990243435,56.7152046203613,4.49235914707184,71.6640425109863,60.9570462799072,4.47749252796173,0.544799408912659,59.1259848022461,4.78890708446503,6.54281706267622,5.46551018210531,3.96901972293854,75.1623194122314,6.34241986987512,83.2483474731445,2.36537109375,2.44607421875,0.386709823906422,0.690756174921989,0.534376964867115,60.7037661743164,88.7980806732178,0.798191199526191,2.24108143746853,-0.590391096025705,5.32662159442902,4.19148342847824,4.72816153526306
RGT_S_x4,0.462280974984169,0.66750764131546,0.999519506196062,0.193051468729973,0.946426640152931,0.095247670151293,0.270412609912455,0.267919346913695,0.295868290364742,0.29915035918355,117.382021449333,0.951364314103772,0.056716332472861,0.290234806537628,1.40060723900795,22.973723526001,23.1458848190308,0.729910086255608,0.729549663914417,0.227801474221051,0.354946208819747,0.581700708866119,0.658884373903275,0.336270976513624,0.981336738074245,-0.063028356502764,0.713315787315369,0.853630960583687,0.676075093448162,0.737365407347679,0.69071007847786,0.732339465022087,0.725139510631561,0.533064258396626,40.2463500976563,40.3406241416931,0.395346772372723,0.593514977097511,0.411050649285316,0.599861796796322,0.546082563102245,7.56426944255829,55.6657029115303,0.620179017782211,36.1917371261839,3.79988432168961,0.432031668126583,0.47396242827177,0.64026016920805,66.6283469009399,4.99663868427277,73.0592050933838,70.2568550109863,4.75049838542938,0.614899579286575,69.8798017501831,4.93633932352066,5.2346874019622,4.90619860784236,6.07577121734619,76.9002523040771,4.55584355986482,74.4379341506958,3.144658203125,3.176875,0.576180739402771,0.733996987342835,0.682556492090225,79.6561992263794,90.8271328735352,1.42384641230106,2.17604933917522,-0.255618356743944,5.33763989448547,4.8034032702446,5.02286240100861
