1.png,2.3949575424194336
10.png,2.593024253845215
100.png,1.8649967908859253
11.png,1.7719922065734863
12.png,1.9224369525909424
13.png,1.677269458770752
14.png,2.147467851638794
15.png,3.8797004222869873
16.png,1.145042061805725
17.png,1.9197235107421875
18.png,1.7449462413787842
19.png,2.628878593444824
2.png,2.0404834747314453
20.png,1.5550073385238647
21.png,2.427614450454712
22.png,1.3896448612213135
23.png,2.376521587371826
24.png,2.1359639167785645
25.png,2.7506484985351562
26.png,1.2527965307235718
27.png,2.196584463119507
28.png,3.3635082244873047
29.png,1.2296624183654785
3.png,2.0086746215820312
30.png,2.1801631450653076
31.png,2.3704419136047363
32.png,1.4480175971984863
33.png,1.9162358045578003
34.png,2.055279016494751
35.png,2.1041853427886963
36.png,2.1185121536254883
37.png,2.500519037246704
38.png,2.3542585372924805
39.png,3.097698926925659
4.png,1.6809911727905273
40.png,0.866038978099823
41.png,2.5237698554992676
42.png,2.727720260620117
43.png,2.315683126449585
44.png,2.4097740650177
45.png,1.8949849605560303
46.png,2.777230978012085
47.png,1.4649708271026611
48.png,1.9816064834594727
49.png,2.397672653198242
5.png,1.4920482635498047
50.png,1.0777109861373901
51.png,2.0540919303894043
52.png,2.6836137771606445
53.png,0.9319305419921875
54.png,2.1138060092926025
55.png,2.394505500793457
56.png,2.290440797805786
57.png,2.09786057472229
58.png,1.365064024925232
59.png,2.173927068710327
6.png,1.7654227018356323
60.png,1.9694135189056396
61.png,0.9846183657646179
62.png,2.571427583694458
63.png,2.240297317504883
64.png,2.4854674339294434
65.png,2.0377776622772217
66.png,0.9714014530181885
67.png,1.8450851440429688
68.png,2.4247055053710938
69.png,2.270089864730835
7.png,-0.6682502627372742
70.png,1.564579725265503
71.png,3.0817458629608154
72.png,2.114924430847168
73.png,2.103752613067627
74.png,2.4206347465515137
75.png,1.982040286064148
76.png,1.8055552244186401
77.png,2.954526424407959
78.png,1.8870508670806885
79.png,2.7974753379821777
8.png,3.0551390647888184
80.png,2.476515293121338
81.png,1.6386206150054932
82.png,1.8640711307525635
83.png,2.7030391693115234
84.png,3.024887800216675
85.png,2.7800045013427734
86.png,2.0040340423583984
87.png,2.1562891006469727
88.png,1.388554334640503
89.png,4.277768135070801
9.png,1.6567715406417847
90.png,3.787338972091675
91.png,3.0251853466033936
92.png,2.0564565658569336
93.png,1.9732435941696167
94.png,2.2451138496398926
95.png,3.3700108528137207
96.png,1.843803882598877
97.png,2.8861703872680664
98.png,2.1223020553588867
99.png,2.791048765182495
